oyun_adi,oyun_turu,gelistirici,puan,turkce_destegi,fiyat,yas,dil,ingilizce_destegi,dil_sayisi,platform
HELLAXY,"Mermi Cehennemi, Shoot 'Em Up, Hack and Slash, Bullet Time, Önemli Seçimler, Deste Oluşturma, Rogue-lite, Rogue-like, Piksel Grafikler, Üstten Görünüşlü Nişancı, Çift Analoglu Nişancı, Aksiyon, Nişancı, Uzay, PvE, 2D, Üstten Görünüş, Fütürist, Bilim Kurgu, Basit Eğlence",AlchemistsGames,,1,0.94,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Rusça, Japonca, BasitleştirilmişÇince, GelenekselÇince, Tayca, BrezilyaPortekizcesi, Portekizce-Portekiz, Lehçe, Korece",1,14.0,Steam
Hoversteppers,"Kaykay, Yarış, Bağımsız, Stilize, Spor, 3D, Fütürist, Çizgi Film, Paten, Keşif, Karakter Kişiselleştirme, Arcade, Kontrolcü, Öğretici, Tek Oyunculu, Üçüncü Şahıs, Simülasyon, Platform, Çizgi Roman, Kadın Karakter",EM Games,,1,0.62,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Çekçe, Macarca, Japonca, Korece, Lehçe, BrezilyaPortekizcesi, Rumence, Rusça, BasitleştirilmişÇince, Tayca, Ukraynaca, Vietnamca",1,17.0,Steam
Puzzle - LINES AND KNOTS 2,"Basit Eğlence, Bulmaca, Mantık, Minimalist, Rahatlatıcı, Soyut, Tek Oyunculu",PlayToday,,1,2.33,0,"Türkçe, İngilizce, Fransızca, Almanca, BasitleştirilmişÇince, Rusça, Japonca, İtalyanca, Kastilyaİspanyolcası, Arapça, Bulgarca, BrezilyaPortekizcesi, Macarca, Vietnamca, Yunanca, Danca, Endonezce, LatinAmerikaİspanyolcası, GelenekselÇince, Korece, Felemenkçe, Norveççe, Lehçe, Portekizce-Portekiz, Rumence, Tayca, Ukraynaca, Fince, Çekçe, İsveççe, Azerice, Arnavutça, Amharca, Ermenice, AssamDili, Afrikaanca(GüneyAfrikadili), Baskça, Belarusça, Bangla, Boşnakça, Valensiyaca, Galce, Wolofdili, Galiçyaca, Gürcüce, Gucaratça, Darice, Zuluca, İbranice, İgbodili, İrlandaca, İzlandaca, Yorubaca, Kazakça, Kannadadili, Katalanca, Keçuvadili, Ruandaca, Kiçece, Konkanidili, Xhosadili, Kmerdili, Kırgızca, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayca, Malayalamca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Pencapdili, Pencapdili(Shahmukhi), Farsça, Sırpça, Sothodili, Seylanca, Sindhî, Slovakça, Slovence, Soranice, Svahili, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Özbekçe, Uygurca, Urduca, Filipince, Hausaca, Hintçe, Hırvatça, ÇerokiDili, İskoçça, Estonca",1,102.0,Steam
The Collage Atlas,"Elle Çizilmiş, Bağımsız, Birinci Şahıs, Yürüme Simülatörü, Stilize, Rahatlatıcı, Keşif, Felsefi, Macera, Basit Eğlence, 3D, Atmosferik, Kontrolcü, Lineer, Tek Oyunculu, Kısa",John William Evelyn,,1,6.59,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Felemenkçe, Japonca, Korece, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, GelenekselÇince",1,13.0,Steam
Cats in Boxes,"Bulmaca, Elle Çizilmiş, Renkli, Komik, Mantık, Bağımsız, İç Isıtıcı, 2D, Tek Oyunculu, Kontrolcü, Aile Dostu, Oyun Müziği, Komedi, Basit Eğlence, Yaratık Toplama, Atmosferik, Kediler, Sevimli, Pozitif, Rahatlatıcı","Purrfect, AGE Zero",,1,1.99,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, Japonca, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, GelenekselÇince, İtalyanca, Korece, Arapça, Bulgarca, Çekçe, Danca, Felemenkçe, Fince, Yunanca, Macarca, Endonezce, Norveççe, Lehçe, Portekizce-Portekiz, Rumence, İsveççe, Tayca, Ukraynaca, Vietnamca",1,29.0,Steam
Cyber Driver VR,"Simülasyon, Yarış, Spor, Aksiyon, Bağımsız, Basit Eğlence, VR, Araç Kullanma, Rahatlatıcı, Hızlı, Arcade, Birinci Şahıs, Bilim Kurgu, Zor, Cyberpunk, Atmosferik, Tek Oyunculu, Hızlı Reaksiyon İsteyen Olaylar, Tekrar Oynanabilir, Prosedürel Oluşturma",Meng Games,,1,2.99,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, Rusça, Lehçe, BasitleştirilmişÇince, BrezilyaPortekizcesi, Korece",1,9.0,Steam
Thor's Ascension: Nine Realms,"Aksiyon, Aksiyon Roguelike, Rogue-like, 3D, Gerçekçi, İzometrik, Mitoloji, Zengin Evren, Hack and Slash, Macera, Bağımsız, Erken Erişim, Zengin Hikâye, Tek Oyunculu",Meta Sapien Games,,1,2.49,0,"Türkçe, İngilizce, Fransızca, Almanca, BrezilyaPortekizcesi, Japonca, Korece, LatinAmerikaİspanyolcası, Portekizce-Portekiz, Rusça",1,9.0,Steam
Color Splash: Rodents,"Basit Eğlence, Bulmaca, Side Scroller, Renkli, Atmosferik, Tek Oyunculu, 2D, Rahatlatıcı, Soyut, Tekrar Oynanabilir, Sevimli, Aile Dostu, Eski Usul, Retro, Kısa, Stilize, Komik, Anime, Masa Oyunları, Yaratık Toplama",Quantum Quiver Games,,1,0.55,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, Vietnamca, Yunanca, Danca, BasitleştirilmişÇince, GelenekselÇince, Korece, Norveççe, Felemenkçe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rusça, Rumence, Tayca, Macarca, Ukraynaca, Fince, Çekçe, İsveççe, Japonca, Endonezce, LatinAmerikaİspanyolcası, Azerice, Arnavutça, Amharca, AssamDili, Afrikaanca(GüneyAfrikadili), Baskça, Bangla, Boşnakça, Belarusça, Valensiyaca, Galce, Wolofdili, Ermenice, Galiçyaca, Gürcüce, Gucaratça, Hintçe, Darice, Estonca, Zuluca, Yorubaca, Kazakça, Kannadadili, Katalanca, Keçuvadili, Kırgızca, Konkanidili, Kmerdili, Xhosadili, Kiçece, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayca, Malayalamca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Pencapdili(Shahmukhi), Pencapdili, Farsça, Ruandaca, Sırpça, Sothodili, Seylanca, Sindhî, İskoçça, Slovakça, Slovence, Soranice, Svahili, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Özbekçe, Uygurca, Urduca, Filipince, Hausaca, Hırvatça, ÇerokiDili, İbranice, İrlandaca, İzlandaca, İgbodili",1,102.0,Steam
Tiny Connections,"Basit Eğlence, Simülasyon, Strateji, Büyük Strateji, Bulmaca, Sandbox, Keşif, Sürükleyici Simülasyon, Zaman Yönetimi, Bulmaca Platform, 3D, Sinematik, Renkli, Sevimli, Minimalist, Atmosferik, Fütürist, Offroad, Rahatlatıcı, Üretim",Short Circuit Studios,,1,4.49,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Felemenkçe, Japonca, Korece, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, Tayca",1,12.0,Steam
Isonzo - Third Wave,"Bağımsız, Simülasyon, Savaş, Atmosferik, PvP, Gerçekçi, Askerî, Takım Tabanlı, Devasa Çok Oyunculu, Aksiyon, Strateji, 1. Dünya Savaşı, FPS, Birinci Şahıs, Tarihsel, Nişancı, Çok Oyunculu, Tek Oyunculu, Taktiksel, Çatışma",BlackMill Games,,1,8.74,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Japonca, Lehçe, Portekizce-Portekiz, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince",1,11.0,Steam
Zombodesert,"Basit Eğlence, Spor, Aksiyon, Aksiyon Macera, Ritim, Aksiyon RYO, 2D Platform, Side Scroller, Koşu, TPS, 2D, Üçüncü Şahıs, Renkli, Hayatta Kalma, Mantık, Taktiksel, Duygusal, Tek Oyunculu, Çatışma, Strateji",Gamesforgames,,1,3.99,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, BrezilyaPortekizcesi, Macarca, Vietnamca, Yunanca, Danca, Endonezce, LatinAmerikaİspanyolcası, GelenekselÇince, BasitleştirilmişÇince, Korece, Felemenkçe, Norveççe, Lehçe, Portekizce-Portekiz, Rumence, Rusça, Tayca, Ukraynaca, Fince, Çekçe, İsveççe, Japonca, Azerice, Arnavutça, Amharca, Ermenice, AssamDili, Afrikaanca(GüneyAfrikadili), Baskça, Belarusça, Bangla, Boşnakça, Valensiyaca, Galce, Wolofdili, Galiçyaca, Gürcüce, Gucaratça, Darice, Zuluca, İbranice, İgbodili, İrlandaca, İzlandaca, Yorubaca, Kazakça, Kannadadili, Katalanca, Keçuvadili, Ruandaca, Kiçece, Konkanidili, Xhosadili, Kmerdili, Kırgızca, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayca, Malayalamca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Pencapdili, Pencapdili(Shahmukhi), Farsça, Sırpça, Sothodili, Seylanca, Sindhî, Slovakça, Slovence, Soranice, Svahili, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Özbekçe, Uygurca, Urduca, Filipince, Hausaca, Hintçe, Hırvatça, ÇerokiDili, İskoçça, Estonca",1,102.0,Steam
Banshee Hunt Artbook,"Korku, Hayatta Kalma - Korku, Avlanma, Doğaüstü, Mitoloji, Açık Dünya, Hayatta Kalma, FPS, Psikolojik Korku, Zor, Yürüme Simülatörü, Karanlık, Nişancı, Aksiyon Macera, Keşif, Macera, Atmosferik, Aksiyon, Bağımsız, Tek Oyunculu",FireRing Studio,,1,1.49,0,"Türkçe, İngilizce, Kastilyaİspanyolcası, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, Fransızca, İtalyanca, Almanca, Arapça, Bulgarca, Çekçe, Danca, Felemenkçe, Fince, Yunanca, Macarca, Endonezce, Japonca, Korece, Norveççe, Lehçe, Portekizce-Portekiz, Rumence, İsveççe, Tayca, GelenekselÇince, Ukraynaca, Vietnamca, Afrikaanca(GüneyAfrikadili), Arnavutça, Amharca, Ermenice, AssamDili, Azerice, Bangla, Baskça, Belarusça, Boşnakça, Katalanca, ÇerokiDili, Hırvatça, Darice, Estonca, Filipince, Galiçyaca, Gürcüce, Gucaratça, Hausaca, İbranice, Hintçe, İzlandaca, İgbodili, İrlandaca, Kiçece, Kannadadili, Kazakça, Kmerdili, Ruandaca, Konkanidili, Kırgızca, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayca, Malayalamca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Farsça, Pencapdili, Pencapdili(Shahmukhi), Keçuvadili, İskoçça, Sırpça, Sindhî, Seylanca, Slovakça, Slovence, Soranice, Sothodili, Svahili, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Urduca, Uygurca, Özbekçe, Valensiyaca, Galce, Wolofdili, Xhosadili, Yorubaca, Zuluca",1,102.0,Steam
Banshee Hunt,"Korku, Hayatta Kalma - Korku, Avlanma, Doğaüstü, Mitoloji, Açık Dünya, Hayatta Kalma, FPS, Psikolojik Korku, Zor, Yürüme Simülatörü, Karanlık, Nişancı, Aksiyon Macera, Keşif, Atmosferik, Tek Oyunculu, Macera, Aksiyon, Bağımsız",FireRing Studio,,1,2.49,0,"Türkçe, İngilizce, Kastilyaİspanyolcası, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, Japonca",1,6.0,Steam
Spy Guy Hidden Objects Deluxe Edition,"Point & Click, Komik, Gizli Nesne, Çizgi Roman, Aile Dostu, 2D, Soruşturma, Dedektif, Bulmaca Platform, Bulmaca, Rahatlatıcı, Collectathon, Üçüncü Şahıs, İnteraktif Kurgu, Çizgi Filmvari, Eğitici, Kutu Oyunu, Sevimli, 2.5D, Lineer",Trefl S.A,,1,5.73,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, GelenekselÇince, BasitleştirilmişÇince, Çekçe, Danca, Felemenkçe, Japonca, Korece, Lehçe, Rusça, Ukraynaca",1,15.0,Steam
Find 101 Doomers - Deluxe Content,"Oynaması Ücretsiz, Bağımsız, Basit Eğlence",White Box,,1,0.89,0,"Türkçe, İngilizce, Rusça, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, BrezilyaPortekizcesi, Macarca, Vietnamca, Yunanca, Danca, Endonezce, LatinAmerikaİspanyolcası, GelenekselÇince, BasitleştirilmişÇince, Korece, Felemenkçe, Norveççe, Lehçe, Portekizce-Portekiz, Rumence, Tayca, Ukraynaca, Fince, Çekçe, İsveççe, Japonca, Azerice, Arnavutça, Amharca, Ermenice, AssamDili, Afrikaanca(GüneyAfrikadili), Baskça, Belarusça, Bangla, Boşnakça, Valensiyaca, Galce, Wolofdili, Galiçyaca, Gürcüce, Gucaratça, Darice, Zuluca, İbranice, İgbodili, İrlandaca, İzlandaca, Yorubaca, Kazakça, Kannadadili, Katalanca, Keçuvadili, Ruandaca, Kiçece, Konkanidili, Xhosadili, Kmerdili, Kırgızca, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayca, Malayalamca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Pencapdili, Pencapdili(Shahmukhi), Farsça, Sırpça, Sothodili, Seylanca, Sindhî, Slovakça, Slovence, Soranice, Svahili, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Özbekçe, Uygurca, Urduca, Filipince, Hausaca, Hintçe, Hırvatça, ÇerokiDili, İskoçça, Estonca",1,102.0,Steam
Save from Bobr Curve,"Aksiyon, Macera, Basit Eğlence, Yarış, RYO, Simülasyon, Spor, Strateji, 3D Dövüş, Aksiyon Roguelike, Arcade, Rogue-like, GZS, Stratejik RYO, Kule Savunması, Video Prodüksiyonu, 2D Platform, 3D Platform, Kendi Maceranı Seç, Platform (Zorlu)",Hede,,1,1.68,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, Çekçe, Danca, Felemenkçe, Fince, Yunanca, Macarca, Endonezce, Japonca, Korece, Norveççe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rumence, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, İsveççe, Tayca, GelenekselÇince, Ukraynaca, Vietnamca, Afrikaanca(GüneyAfrikadili), Arnavutça, Amharca, Ermenice, AssamDili, Azerice, Bangla, Baskça, Belarusça, Boşnakça, Katalanca, ÇerokiDili, Hırvatça, Darice, Estonca, Filipince, Galiçyaca, Gürcüce, Gucaratça, Hausaca, İbranice, Hintçe, İzlandaca, İgbodili, İrlandaca, Kiçece, Kannadadili, Kazakça, Kmerdili, Ruandaca, Konkanidili, Kırgızca, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayca, Malayalamca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Farsça, Pencapdili, Pencapdili(Shahmukhi), Keçuvadili, İskoçça, Sırpça, Sindhî, Seylanca, Slovakça, Slovence, Soranice, Sothodili, Svahili, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Urduca, Uygurca, Özbekçe, Valensiyaca, Galce, Wolofdili, Xhosadili, Yorubaca, Zuluca",1,102.0,Steam
Climb Challenge - Find Items 5,"Aksiyon, Macera, Basit Eğlence, Yarış, RYO, Simülasyon, Spor, Strateji, 3D Dövüş, Aksiyon Roguelike, Arcade, Kutu Oyunu, Büyük Strateji, JRYO, MOBA, Bulmaca, 3D Platform, Kartlı Savaş, CRPG, Metroidvania",Hede,,1,4.88,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, Çekçe, Danca, Felemenkçe, Fince, Yunanca, Macarca, Endonezce, Japonca, Korece, Norveççe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rumence, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, İsveççe, Tayca, GelenekselÇince, Ukraynaca, Vietnamca, Afrikaanca(GüneyAfrikadili), Arnavutça, Amharca, Ermenice, AssamDili, Azerice, Bangla, Baskça, Belarusça, Boşnakça, Katalanca, ÇerokiDili, Hırvatça, Darice, Estonca, Filipince, Galiçyaca, Gürcüce, Gucaratça, Hausaca, İbranice, Hintçe, İzlandaca, İgbodili, İrlandaca, Kiçece, Kannadadili, Kazakça, Kmerdili, Ruandaca, Konkanidili, Kırgızca, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayca, Malayalamca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Farsça, Pencapdili, Pencapdili(Shahmukhi), Keçuvadili, İskoçça, Sırpça, Sindhî, Seylanca, Slovakça, Slovence, Soranice, Sothodili, Svahili, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Urduca, Uygurca, Özbekçe, Valensiyaca, Galce, Wolofdili, Xhosadili, Yorubaca, Zuluca",1,102.0,Steam
Climb Challenge - Find Items 4,"Aksiyon, Macera, Basit Eğlence, Yarış, RYO, Simülasyon, Spor, Strateji, Aksiyon Roguelike, Aksiyon Macera, Ses Prodüksiyonu, JRYO, MOBA, Ritim, Sandbox, Masa Oyunları, 3D Platform, Tıklama, CRPG, Platform (Zorlu)",Hede,,1,1.5,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, Çekçe, Danca, Felemenkçe, Fince, Yunanca, Macarca, Endonezce, Japonca, Korece, Norveççe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rumence, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, İsveççe, Tayca, GelenekselÇince, Ukraynaca, Vietnamca, Afrikaanca(GüneyAfrikadili), Arnavutça, Amharca, Ermenice, AssamDili, Azerice, Bangla, Baskça, Belarusça, Boşnakça, Katalanca, ÇerokiDili, Hırvatça, Darice, Estonca, Filipince, Galiçyaca, Gürcüce, Gucaratça, Hausaca, İbranice, Hintçe, İzlandaca, İgbodili, İrlandaca, Kiçece, Kannadadili, Kazakça, Kmerdili, Ruandaca, Konkanidili, Kırgızca, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayca, Malayalamca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Farsça, Pencapdili, Pencapdili(Shahmukhi), Keçuvadili, İskoçça, Sırpça, Sindhî, Seylanca, Slovakça, Slovence, Soranice, Sothodili, Svahili, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Urduca, Uygurca, Özbekçe, Valensiyaca, Galce, Wolofdili, Xhosadili, Yorubaca, Zuluca",1,102.0,Steam
Hidden Pirates Top-Down 3D,"Aksiyon, Basit Eğlence, Macera, Yarış, RYO, Simülasyon, Spor, Strateji, Ses Prodüksiyonu, Bulmaca, 4X, Beat 'em up, Kart Oyunu, Nişancı, Masa Oyunları, Sıra Tabanlı Strateji, 3D Platform, Boomer Shooter, Tıklama, Gerçek Zamanlı Taktik",Top-Down Games,,1,4.88,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, Çekçe, Danca, Felemenkçe, Fince, Yunanca, Macarca, Endonezce, Japonca, Korece, Norveççe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rumence, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, İsveççe, Tayca, GelenekselÇince, Ukraynaca, Vietnamca, Afrikaanca(GüneyAfrikadili), Arnavutça, Amharca, Ermenice, AssamDili, Azerice, Bangla, Baskça, Belarusça, Boşnakça, Katalanca, ÇerokiDili, Hırvatça, Darice, Estonca, Filipince, Galiçyaca, Gürcüce, Gucaratça, Hausaca, İbranice, Hintçe, İzlandaca, İgbodili, İrlandaca, Kiçece, Kannadadili, Kazakça, Kmerdili, Ruandaca, Konkanidili, Kırgızca, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayca, Malayalamca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Farsça, Pencapdili, Pencapdili(Shahmukhi), Keçuvadili, İskoçça, Sırpça, Sindhî, Seylanca, Slovakça, Slovence, Soranice, Sothodili, Svahili, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Urduca, Uygurca, Özbekçe, Valensiyaca, Galce, Wolofdili, Xhosadili, Yorubaca, Zuluca",1,102.0,Steam
Hidden Castle Top-Down 3D,"Aksiyon, Macera, Basit Eğlence, Yarış, RYO, Simülasyon, Spor, Strateji, 2D Dövüş, 3D Dövüş, Arcade, Bulmaca, Kutu Oyunu, Nişancı, Kule Savunması, Bilgi Yarışması, 3D Platform, Tıklama, Boomer Shooter, Yaratık Toplama",Top-Down Games,,1,1.5,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, Çekçe, Danca, Felemenkçe, Fince, Yunanca, Macarca, Endonezce, Japonca, Korece, Norveççe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rumence, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, İsveççe, Tayca, GelenekselÇince, Ukraynaca, Vietnamca, Afrikaanca(GüneyAfrikadili), Arnavutça, Amharca, Ermenice, AssamDili, Azerice, Bangla, Baskça, Belarusça, Boşnakça, Katalanca, ÇerokiDili, Hırvatça, Darice, Estonca, Filipince, Galiçyaca, Gürcüce, Gucaratça, Hausaca, İbranice, Hintçe, İzlandaca, İgbodili, İrlandaca, Kiçece, Kannadadili, Kazakça, Kmerdili, Ruandaca, Konkanidili, Kırgızca, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayca, Malayalamca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Farsça, Pencapdili, Pencapdili(Shahmukhi), Keçuvadili, İskoçça, Sırpça, Sindhî, Seylanca, Slovakça, Slovence, Soranice, Sothodili, Svahili, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Urduca, Uygurca, Özbekçe, Valensiyaca, Galce, Wolofdili, Xhosadili, Yorubaca, Zuluca",1,102.0,Steam
Unstrayed,"Atmosferik, Simülasyon, Psikolojik Korku, Sürükleyici Simülasyon, Rogue-like, Yürüme Simülatörü, Karanlık, Korku, Gerçeküstü, Uzay, Keşif, Zengin Hikâye, Hayatta Kalma - Korku, Hayatta Kalma, Birden Fazla Son, Karanlık Fantezi, Robotlar, Tek Oyunculu, Bilim Kurgu, Gizem",Mighty Maces,,1,2.49,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, GelenekselÇince, BasitleştirilmişÇince, Korece, Lehçe, Portekizce-Portekiz, Rusça, Tayca, Japonca, BrezilyaPortekizcesi",1,13.0,Steam
Alchemy Deck,"Erken Erişim, Kart Oyunu, Üretim, Yönetim, Rahatlatıcı, Rogue-lite, Sihir, Tek Oyunculu, Üstten Görünüş, 2D, Elle Çizilmiş, Hayatta Kalma, Deste Oluşturma, Kaynak Yönetimi, Gizem, Strateji, Sıra Tabanlı Savaş, Basit Eğlence, Bilim, Fantezi",Kajoo Games,,1,2.99,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Japonca, Rusça, BasitleştirilmişÇince",1,8.0,Steam
United Penguin Kingdom,"Strateji, Şehir Kurma, Hayatta Kalma, Yönetim, Kaynak Yönetimi, Ekonomi, Rahatlatıcı, Renkli, Sevimli, Komik, Simülasyon, İnşa Etme, Koloni Simülatörü, Fantezi, Doğa, Aile Dostu, Üs İnşa Etme, Tek Oyunculu, Bağımsız",Turquoise Revival Games,,1,2.39,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Çekçe, Japonca, Korece, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, Tayca, Ukraynaca, Vietnamca",1,17.0,Steam
Desert Special Forces,"Basit Eğlence, Macera, Simülasyon, Spor, Strateji, Aksiyon, Büyük Strateji, Aksiyon Macera, Aksiyon RYO, GZS, Nişancı, 3D Platform, Savaş Oyunu, Kendi Maceranı Seç, Kahraman Merkezli Nişancı, Gerçek Zamanlı Taktik, Taktiksel RYO, Renkli, Askerî, Savaş",Gamesforgames,,1,0.99,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, Çekçe, Danca, Felemenkçe, Fince, Yunanca, Macarca, Endonezce, Japonca, Korece, Norveççe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rumence, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, İsveççe, Tayca, GelenekselÇince, Ukraynaca, Vietnamca, Azerice, Arnavutça, Amharca, Ermenice, AssamDili, Afrikaanca(GüneyAfrikadili), Baskça, Belarusça, Bangla, Boşnakça, Valensiyaca, Galce, Wolofdili, Galiçyaca, Gürcüce, Gucaratça, Darice, Zuluca, İbranice, İgbodili, İrlandaca, İzlandaca, Yorubaca, Kazakça, Kannadadili, Katalanca, Keçuvadili, Ruandaca, Kiçece, Konkanidili, Xhosadili, Kmerdili, Kırgızca, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayca, Malayalamca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Pencapdili, Pencapdili(Shahmukhi), Farsça, Sırpça, Sothodili, Seylanca, Sindhî, Slovakça, Slovence, Soranice, Svahili, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Özbekçe, Uygurca, Urduca, Filipince, Hausaca, Hintçe, Hırvatça, ÇerokiDili, İskoçça, Estonca",1,102.0,Steam
Monuments Renovator,"Simülasyon, İnşa Etme, Yıkım, Yönetim, 3D, Sandbox, Gerçekçi, Birinci Şahıs, Zengin Hikâye, Atmosferik, Tarihsel, Üretim, Kaynak Yönetimi, Eğitici, Aile Dostu, Sürükleyici Simülasyon, Envanter Yönetimi, Tek Oyunculu, Basit Eğlence, Tasarım ve İllüstrasyon","Games Incubator, North Wind",,1,3.44,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, BasitleştirilmişÇince, Lehçe, Rusça, BrezilyaPortekizcesi, GelenekselÇince",1,10.0,Steam
